,engine_capacity,type,registration_year,gearbox,power,model,mileage,fuel,brand,damage,zipcode,insurance_price,price
34313,,limousine,2010,manual,211,golf,80000,gasoline,volkswagen,0,74372,1030.0,14196
88637,,convertible,2004,manual,109,3_reihe,70000,gasoline,peugeot,0,33332,280.0,5186
12564,3.0,station wagon,2006,auto,224,a6,150000,diesel,audi,0,4683,790.0,11739
52346,,limousine,1998,manual,101,a3,150000,gasoline,audi,0,57520,60.0,1774
14899,,limousine,2008,auto,190,e_klasse,150000,diesel,mercedes_benz,0,32756,710.0,12285
38580,2.0,station wagon,2007,auto,170,a6,100000,gasoline,audi,0,33609,1110.0,9555
46620,3.0,limousine,2008,auto,239,a4,150000,,audi,0,7745,620.0,13649
22877,2.5,station wagon,2004,auto,163,a4,150000,diesel,audi,0,33334,190.0,2957
7355,,station wagon,2009,auto,235,5er,150000,diesel,bmw,0,32052,900.0,17654
475,,small car,2012,,0,i_reihe,20000,gasoline,hyundai,0,82041,250.0,4641
25657,,bus,2001,auto,129,sprinter,150000,diesel,mercedes_benz,0,1825,300.0,3002
91495,2.0,limousine,2004,auto,200,golf,150000,gasoline,volkswagen,0,87719,330.0,6006
91555,2.2,limousine,01,manual,170,3er,150000,gasoline,bmw,,47803,,3640
61960,,,2016,,64,caddy,150000,diesel,volkswagen,,39638,,1592
84651,,station wagon,09,manual,120,clubman,80000,gasoline,mini,0,14050,,10192
6782,1.4,small car,11,manual,86,polo,30000,gasoline,volkswagen,0,72270,,9964
86677,,coupé,2007,manual,143,,150000,gasoline,bmw,0,26386,350.0,7780
56023,2.0,station wagon,2012,auto,140,passat,150000,diesel,volkswagen,0,18195,940.0,12467
5958,,bus,2004,manual,128,andere,100000,diesel,citroen,0,52068,170.0,3185
54898,,,2016,,60,clio,125000,gasoline,renault,0,38304,10.0,864
24250,,limousine,2000,manual,105,3er,150000,gasoline,bmw,0,29633,50.0,1274
14310,,,2016,manual,63,getz,125000,gasoline,hyundai,0,53119,,1455
33334,,coupé,2012,auto,400,911,20000,gasoline,porsche,0,50170,6470.0,86441
61470,1.4,small car,1998,manual,60,polo,150000,gasoline,volkswagen,,57629,,500
12131,,bus,2003,manual,125,zafira,150000,diesel,opel,0,24943,170.0,1810
12973,,station wagon,2014,auto,102,caddy,30000,diesel,volkswagen,0,60311,260.0,6370
22567,1.8,convertible,1995,manual,90,golf,150000,gasoline,volkswagen,0,55239,60.0,1137
73722,,convertible,1992,manual,133,80,150000,gasoline,audi,0,86911,270.0,1638
6176,,small car,1999,manual,50,polo,150000,gasoline,volkswagen,0,82377,90.0,627
86930,,limousine,2004,manual,140,a_klasse,150000,diesel,mercedes_benz,0,12279,200.0,3184
31042,2.0,station wagon,2012,auto,160,insignia,70000,diesel,opel,0,27809,1160.0,16289
3777,,limousine,1988,manual,170,3er,150000,gasoline,bmw,0,85123,520.0,6370
35179,,limousine,87,auto,136,e_klasse,150000,gasoline,mercedes_benz,0,67547,,1001
61505,,bus,2009,auto,150,zafira,125000,diesel,opel,0,21031,560.0,9100
58600,1.6,station wagon,2010,manual,105,a3,80000,diesel,audi,0,93128,580.0,12285
30157,1.3,small car,2004,manual,69,corsa,150000,diesel,opel,0,59229,230.0,2093
55896,,small car,2005,manual,58,twingo,125000,gasoline,renault,,44141,260.0,1810
16340,,station wagon,1993,manual,75,andere,100000,gasoline,renault,0,64404,,455
37473,,limousine,1995,manual,194,3er,150000,,bmw,0,66849,60.0,1137
44349,,limousine,2008,manual,120,3_reihe,150000,gasoline,peugeot,0,85521,320.0,3821
7602,2.0,station wagon,2007,manual,140,passat,150000,diesel,volkswagen,0,49757,280.0,4540
75001,,,2016,manual,90,berlingo,90000,gasoline,citroen,0,23795,,5641
98038,,small car,2000,manual,75,polo,150000,gasoline,volkswagen,0,38229,70.0,1137
36044,2.0,station wagon,2005,manual,116,avensis,125000,diesel,toyota,0,39126,170.0,4185
52350,1.3,small car,2012,manual,75,andere,70000,gasoline,mazda,0,71540,390.0,6324
88770,,,2016,manual,50,,150000,,renault,0,14480,,1092
11968,,,2016,manual,90,,125000,,volkswagen,0,13059,,1365
53635,2.0,station wagon,2003,manual,135,laguna,150000,liquefied petroleum gas,renault,0,41849,200.0,3094
95178,1.0,small car,2003,auto,65,yaris,150000,gasoline,toyota,0,77767,140.0,2638
4415,,,2005,manual,110,,150000,gasoline,mitsubishi,0,99817,,455
77712,1.9,station wagon,2003,manual,131,passat,150000,diesel,volkswagen,,6420,130.0,2093
79088,,small car,2001,manual,97,corolla,150000,gasoline,toyota,1,39106,200.0,1774
99648,,station wagon,2001,auto,170,c_klasse,150000,diesel,mercedes_benz,0,63452,210.0,2548
31792,,bus,2006,manual,131,transporter,150000,diesel,volkswagen,0,76571,460.0,7189
26117,,convertible,2003,manual,143,3er,150000,gasoline,bmw,0,94116,550.0,6734
23902,,,2016,,0,,125000,,mercedes_benz,,66663,,2639
81975,5.0,bus,2003,manual,150,vito,150000,diesel,mercedes_benz,0,29683,340.0,4782
14134,1.4,coupé,1996,manual,90,civic,150000,gasoline,honda,1,58706,,455
23377,,coupé,98,manual,102,3er,150000,gasoline,bmw,0,57368,,1810
23580,,convertible,2007,auto,120,andere,90000,gasoline,peugeot,0,64331,380.0,5915
76837,2.5,station wagon,2002,manual,163,omega,150000,diesel,opel,0,47475,100.0,2457
93870,1.0,small car,2007,manual,68,c1,100000,gasoline,citroen,0,30629,170.0,3002
55646,1.4,limousine,2000,manual,75,golf,150000,gasoline,volkswagen,0,55218,70.0,1092
23683,,small car,1997,manual,56,corsa,150000,gasoline,opel,,13409,90.0,637
49896,,station wagon,2004,auto,163,v70,150000,diesel,volvo,,66113,380.0,4368
24070,,coupé,04,auto,306,andere,150000,gasoline,mercedes_benz,0,46049,,16015
43833,1.4,limousine,2008,manual,80,golf,150000,gasoline,volkswagen,0,80993,210.0,4358
72955,2.0,coupé,2008,manual,200,scirocco,90000,gasoline,volkswagen,0,44892,630.0,8908
18652,3.2,limousine,2003,auto,241,phaeton,150000,gasoline,volkswagen,0,4299,440.0,3822
53649,,bus,2011,manual,122,b_klasse,50000,gasoline,mercedes_benz,1,39606,1450.0,11122
29996,1.6,limousine,2002,manual,102,a3,150000,gasoline,audi,0,26655,280.0,4049
14445,1.4,limousine,2009,manual,122,golf,100000,gasoline,volkswagen,0,59929,550.0,7143
9489,,coupé,1964,manual,0,kaefer,150000,gasoline,volkswagen,,61449,910.0,4095
80626,,bus,2009,manual,140,andere,60000,gasoline,citroen,,98693,590.0,9100
61740,1.0,other,2001,manual,58,agila,90000,gasoline,opel,0,59192,60.0,1365
98511,,small car,03,manual,60,ka,125000,gasoline,ford,1,56291,,909
86523,1.8,limousine,1998,manual,125,a4,150000,gasoline,audi,1,49757,150.0,1501
89868,,limousine,2004,manual,0,3er,150000,gasoline,bmw,,50827,50.0,1092
14307,1.4,limousine,2010,manual,86,leon,125000,gasoline,seat,0,30165,620.0,5550
22459,1.2,small car,2003,,0,punto,150000,gasoline,fiat,0,73466,110.0,1683
43246,1.0,small car,2005,manual,44,,150000,,opel,1,17111,90.0,1183
27113,2.0,,2014,manual,184,sportage,50000,diesel,kia,0,94486,1700.0,22295
48593,,,2016,manual,90,astra,150000,,opel,1,17235,40.0,2275
66360,1.2,small car,2003,manual,65,micra,150000,gasoline,nissan,,49074,150.0,1774
38683,,limousine,2003,manual,120,6_reihe,150000,,mazda,0,32423,50.0,1365
80560,1.6,station wagon,2010,manual,102,caddy,20000,gasoline,volkswagen,0,51065,410.0,9009
45422,2.0,limousine,2009,manual,170,a6,100000,diesel,audi,0,73760,510.0,5996
14096,1.6,limousine,1990,auto,75,,80000,gasoline,opel,1,9123,130.0,1183
62636,,small car,2005,manual,60,,100000,gasoline,opel,0,52223,130.0,1810
9082,1.6,limousine,2006,,101,a3,150000,gasoline,audi,,14195,250.0,4322
27935,,small car,03,manual,60,cuore,150000,gasoline,daihatsu,0,42107,,818
84130,,bus,2001,manual,106,scenic,150000,gasoline,renault,0,79336,60.0,1365
99792,,coupé,2002,manual,143,c_klasse,150000,diesel,mercedes_benz,0,35418,130.0,1592
49220,,limousine,2005,auto,163,3er,150000,diesel,bmw,0,73434,440.0,7598
10061,,limousine,1996,manual,115,3er,80000,,bmw,,57632,60.0,1273
82507,,,2016,manual,0,3er,150000,gasoline,bmw,,63263,,1365
63237,,small car,1997,manual,60,fiesta,125000,gasoline,ford,0,19370,,500
31791,,limousine,1995,manual,150,,150000,gasoline,bmw,0,84503,50.0,1365
12436,1.4,small car,2005,manual,83,jazz,150000,gasoline,honda,0,78713,90.0,2174
33328,2.0,bus,2013,manual,131,andere,125000,diesel,opel,0,50667,680.0,9636
35365,,station wagon,2004,manual,130,octavia,150000,diesel,skoda,0,8228,180.0,4641
649,,station wagon,2010,manual,143,3er,150000,diesel,bmw,0,65439,690.0,7917
36829,,,2011,auto,177,x_reihe,150000,diesel,bmw,0,94136,760.0,14423
57657,,station wagon,2008,auto,170,a6,125000,diesel,audi,0,81739,850.0,11284
97961,,small car,2011,manual,90,andere,90000,gasoline,alfa_romeo,0,14554,600.0,5414
90816,,limousine,10,manual,122,golf,150000,gasoline,volkswagen,0,72644,,7280
8483,1.8,convertible,2004,manual,163,a4,125000,gasoline,audi,0,56727,640.0,9099
60392,,limousine,2008,manual,143,3er,100000,gasoline,bmw,0,85057,360.0,10009
590,1.6,small car,2012,auto,90,polo,60000,diesel,volkswagen,0,21435,870.0,8872
82527,,small car,2003,manual,106,a3,150000,gasoline,audi,0,7907,310.0,3913
85451,,bus,09,manual,0,viano,150000,diesel,mercedes_benz,0,14612,,14196
62259,,limousine,1999,manual,193,3er,150000,gasoline,bmw,1,28879,80.0,1228
16892,2.2,station wagon,2002,auto,155,c5,150000,diesel,citroen,0,63225,110.0,1911
26691,,small car,2012,manual,75,twingo,40000,gasoline,renault,0,47441,370.0,8827
47764,,station wagon,00,manual,116,focus,150000,gasoline,ford,0,76149,,455
18277,2.5,station wagon,2001,manual,150,passat,150000,diesel,volkswagen,0,56218,330.0,2502
78390,,limousine,2000,manual,50,fabia,150000,gasoline,skoda,0,17087,80.0,637
59211,3.0,,2003,auto,184,x_reihe,150000,diesel,bmw,0,85114,440.0,5459
77450,2.8,convertible,1991,manual,170,3er,150000,gasoline,bmw,0,83410,1100.0,24069
75339,,convertible,1995,manual,150,3er,150000,gasoline,bmw,,65934,60.0,1501
77522,,station wagon,2000,auto,150,3er,150000,gasoline,bmw,0,60386,320.0,3276
66096,1.2,,2016,manual,55,twingo,150000,,renault,0,40591,,500
68398,,,2016,manual,50,fortwo,90000,gasoline,smart,0,17373,,1911
77147,1.8,convertible,2006,manual,126,mx_reihe,125000,gasoline,mazda,0,38124,470.0,6825
39204,2.0,bus,2006,manual,140,s_max,90000,diesel,ford,0,71254,640.0,10829
64401,,small car,2012,manual,0,corsa,50000,,opel,0,47443,260.0,5277
22424,,small car,2005,auto,95,a_klasse,125000,,mercedes_benz,0,51789,180.0,5005
53349,,coupé,2004,auto,298,andere,90000,gasoline,jaguar,0,6217,1280.0,19929
86979,1.8,convertible,2001,manual,179,tt,150000,gasoline,audi,0,97440,480.0,4003
17829,,station wagon,2003,manual,116,c_klasse,150000,diesel,mercedes_benz,0,72213,270.0,3094
594,,small car,1998,auto,0,megane,150000,gasoline,renault,0,6112,90.0,1046
90763,,convertible,2004,auto,163,slk,150000,gasoline,mercedes_benz,0,31174,120.0,3367
120,1.4,convertible,2011,manual,122,eos,50000,gasoline,volkswagen,0,92421,920.0,12649
19592,,limousine,2000,manual,75,golf,150000,gasoline,volkswagen,0,24534,130.0,1592
78373,1.0,small car,2003,manual,58,,150000,,opel,,85405,50.0,728
37821,,convertible,2002,auto,84,roadster,125000,gasoline,smart,0,61118,240.0,3640
60726,,limousine,97,auto,170,5er,150000,,bmw,1,88605,,455
66679,,station wagon,1996,manual,150,,150000,gasoline,audi,0,18106,60.0,1092
41857,1.6,limousine,2004,manual,120,147,150000,gasoline,alfa_romeo,0,60326,270.0,3321
71871,,small car,2000,manual,75,fiesta,125000,gasoline,ford,0,31275,90.0,1183
35487,,small car,2000,manual,75,lupo,150000,gasoline,volkswagen,0,26388,60.0,1319
77034,,limousine,2002,manual,92,mondeo,150000,gasoline,ford,1,1099,140.0,1365
7297,,limousine,2008,manual,260,3_reihe,125000,gasoline,mazda,0,6686,790.0,9099
7709,,station wagon,1998,manual,0,,150000,gasoline,peugeot,0,92224,70.0,909
28835,1.2,limousine,14,manual,86,golf,30000,gasoline,volkswagen,0,53113,,13195
44988,1.9,bus,2005,manual,150,sharan,150000,diesel,volkswagen,0,85080,740.0,7175
19089,,station wagon,2009,manual,102,exeo,60000,gasoline,seat,0,23743,440.0,7644
75818,1.4,limousine,2007,auto,170,golf,150000,gasoline,volkswagen,0,98527,480.0,6006
79757,,station wagon,1997,auto,116,,150000,gasoline,bmw,,66333,90.0,637
96633,1.4,bus,99,manual,95,scenic,125000,gasoline,renault,0,33330,,1810
11545,,station wagon,1996,manual,0,5er,150000,,bmw,,66706,100.0,637
72569,,bus,2007,manual,147,5_reihe,150000,diesel,mazda,0,66113,330.0,3913
69791,,small car,2007,manual,75,colt,70000,gasoline,mitsubishi,0,26215,290.0,3913
13651,2.0,station wagon,2005,manual,140,passat,150000,diesel,volkswagen,0,95182,300.0,4459
29133,2.0,convertible,1999,manual,155,spider,70000,gasoline,alfa_romeo,0,87700,290.0,4549
70738,1.8,convertible,1998,manual,75,golf,150000,gasoline,volkswagen,0,65933,120.0,1820
10055,1.6,small car,2013,manual,90,polo,40000,diesel,volkswagen,0,18055,660.0,9919
70901,,coupé,2000,,193,clk,150000,liquefied petroleum gas,mercedes_benz,,65428,60.0,1456
40402,,small car,2008,manual,95,one,90000,gasoline,mini,0,36148,170.0,6188
98953,,bus,2010,manual,90,transit,70000,diesel,ford,,53424,490.0,5369
66017,,,16,auto,170,e_klasse,150000,diesel,mercedes_benz,0,47057,,10237
66726,1.3,small car,2006,manual,69,fiesta,150000,gasoline,ford,0,27243,190.0,2821
41986,,small car,1997,manual,59,,150000,gasoline,volkswagen,,90616,40.0,546
86801,,,2016,manual,125,astra,150000,gasoline,opel,,86405,60.0,5096
59972,2.0,bus,2010,manual,150,5_reihe,70000,gasoline,mazda,0,9600,750.0,10273
15170,,limousine,1997,manual,150,5er,150000,gasoline,bmw,0,85301,50.0,1364
4800,,limousine,2007,auto,156,c_klasse,125000,gasoline,mercedes_benz,0,26802,970.0,11375
19782,,small car,01,manual,58,twingo,150000,gasoline,renault,0,60439,,1137
81978,,limousine,1981,manual,75,e_klasse,150000,diesel,mercedes_benz,,6179,320.0,2730
9828,,limousine,2009,manual,82,fiesta,150000,gasoline,ford,,49084,240.0,5642
23638,1.1,small car,2006,manual,67,getz,125000,gasoline,hyundai,0,22885,80.0,910
79014,1.2,small car,2012,manual,60,fabia,60000,gasoline,skoda,0,45768,510.0,8171
21449,,,2005,,0,defender,150000,diesel,land_rover,0,22159,1060.0,14469
82341,,station wagon,2007,manual,90,focus,150000,diesel,ford,0,30419,340.0,3594
54239,1.6,limousine,1998,manual,101,golf,150000,gasoline,volkswagen,0,59909,70.0,772
92902,,station wagon,2005,,0,,150000,diesel,renault,,56626,80.0,1046
7775,,limousine,2002,manual,116,3er,150000,gasoline,bmw,0,89407,140.0,2366
38688,,limousine,2013,auto,184,e_klasse,90000,gasoline,mercedes_benz,1,71336,1980.0,20020
91692,2.0,station wagon,2001,manual,145,mondeo,100000,gasoline,ford,0,73107,140.0,3458
37030,1.4,,2016,manual,0,berlingo,150000,gasoline,citroen,0,40764,,2366
60701,,bus,2007,manual,174,transporter,150000,diesel,volkswagen,0,59597,1300.0,21794
82235,,station wagon,2000,manual,0,vectra,150000,gasoline,opel,,48167,,455
58648,1.9,station wagon,2003,manual,115,156,150000,diesel,alfa_romeo,0,59425,70.0,1274
75680,1.4,,2016,,0,lupo,150000,gasoline,volkswagen,0,26452,20.0,819
17583,2.0,,2007,manual,150,antara,150000,diesel,opel,0,69469,560.0,6524
84989,,coupé,1997,manual,170,3er,150000,gasoline,bmw,0,12351,400.0,5278
58460,1.6,limousine,1995,manual,71,astra,150000,gasoline,opel,0,96271,,500
55412,1.6,station wagon,2011,manual,105,passat,150000,diesel,volkswagen,0,1309,650.0,7871
47068,,station wagon,95,manual,0,passat,150000,gasoline,volkswagen,,22419,,864
90104,,small car,2004,auto,41,fortwo,70000,diesel,smart,0,76831,160.0,2729
7571,,station wagon,2003,auto,82,astra,150000,diesel,opel,0,42389,60.0,682
51464,,limousine,2000,manual,102,a_klasse,150000,gasoline,mercedes_benz,0,41748,40.0,1183
69421,2.9,station wagon,1995,manual,184,passat,150000,gasoline,volkswagen,,14554,150.0,1820
89601,1.3,small car,2004,manual,69,fiesta,50000,gasoline,ford,0,24105,190.0,2548
29119,,convertible,2000,manual,136,2_reihe,150000,gasoline,peugeot,0,20535,80.0,1046
44634,,small car,2004,manual,58,twingo,100000,gasoline,renault,,9456,160.0,2729
70556,,bus,2003,manual,101,touran,150000,diesel,volkswagen,0,97688,210.0,3640
46920,2.0,limousine,2011,manual,143,a4,125000,diesel,audi,0,80637,1010.0,15015
2564,1.2,bus,2007,manual,75,kangoo,125000,gasoline,renault,0,49844,200.0,2638
59611,1.4,limousine,2003,manual,75,golf,150000,gasoline,volkswagen,0,31249,70.0,2275
66033,1.8,small car,2009,manual,150,polo,150000,gasoline,volkswagen,0,24878,220.0,6916
67837,,station wagon,2007,manual,163,5er,150000,diesel,bmw,0,13125,760.0,7397
35106,,,2006,manual,150,x_reihe,150000,diesel,bmw,,29690,730.0,8645
95409,1.6,station wagon,1999,manual,101,golf,125000,gasoline,volkswagen,0,42719,180.0,2457
40404,,,2012,manual,184,cooper,60000,gasoline,mini,0,12163,1180.0,16825
66832,,small car,2008,manual,60,panda,90000,compressed natural gas,fiat,0,77723,160.0,3276
43261,2.0,station wagon,2009,auto,152,avensis,125000,gasoline,toyota,0,6385,990.0,10829
98995,1.6,station wagon,2001,manual,102,passat,150000,gasoline,volkswagen,0,13589,150.0,2183
83227,,limousine,2002,manual,142,3er,150000,gasoline,bmw,0,77767,240.0,3367
51777,,limousine,2014,manual,140,a3,50000,,audi,0,97450,1020.0,18382
54890,,coupé,2007,manual,218,3er,125000,gasoline,bmw,0,56295,500.0,13559
11189,,limousine,1997,auto,340,5er,150000,gasoline,bmw,0,71546,450.0,6688
22802,,limousine,2004,manual,95,a_klasse,100000,gasoline,mercedes_benz,0,29640,190.0,5095
60550,,convertible,1994,manual,116,astra,150000,gasoline,opel,,54518,190.0,1820
74793,1.6,limousine,1998,manual,100,octavia,125000,gasoline,skoda,0,59929,130.0,1628
66038,,limousine,2000,manual,90,golf,150000,diesel,volkswagen,1,35305,170.0,2275
7807,2.2,station wagon,2001,manual,120,omega,150000,diesel,opel,0,25718,170.0,2047
77512,,limousine,2005,manual,218,3er,125000,gasoline,bmw,0,84066,490.0,8144
20632,,limousine,1999,manual,102,a_klasse,150000,gasoline,mercedes_benz,0,40880,50.0,1092
66759,2.0,bus,2005,manual,140,touran,150000,diesel,volkswagen,0,24217,210.0,4367
83384,1.6,station wagon,09,manual,126,ceed,70000,gasoline,kia,0,44805,,6324
82453,,coupé,2002,manual,320,911,70000,gasoline,porsche,0,72213,3540.0,39039
79899,,convertible,2009,manual,174,cooper,125000,gasoline,mini,0,25746,630.0,11739
40632,,bus,1989,manual,69,transporter,150000,diesel,volkswagen,0,71384,40.0,2411
53559,3.0,limousine,2000,manual,211,omega,150000,gasoline,opel,0,44263,150.0,1819
7894,1.6,station wagon,2007,manual,105,astra,90000,gasoline,opel,0,30169,540.0,4504
71435,,coupé,2010,manual,271,golf,125000,gasoline,volkswagen,0,88481,1340.0,14469
89329,9.2,station wagon,1998,manual,102,passat,150000,gasoline,volkswagen,0,87651,60.0,545
60746,,station wagon,1996,manual,90,golf,150000,,volkswagen,0,99976,40.0,910
55520,,bus,2005,manual,131,transporter,150000,diesel,volkswagen,0,47608,1000.0,10920
93359,,bus,1996,manual,102,transporter,150000,diesel,volkswagen,,91785,340.0,4459
53803,2.5,convertible,2005,manual,163,a4,150000,diesel,audi,1,27404,500.0,4550
51608,,coupé,2007,manual,102,a3,150000,gasoline,audi,0,51105,280.0,4231
41802,,bus,2001,auto,190,espace,150000,gasoline,renault,,67657,160.0,1819
55966,1.9,limousine,2001,auto,116,golf,150000,diesel,volkswagen,0,63329,130.0,1638
86040,2.8,limousine,2002,manual,193,superb,150000,gasoline,skoda,0,50354,330.0,2729
86455,,small car,1996,manual,55,polo,150000,gasoline,volkswagen,,71717,,500
28520,1.6,station wagon,2000,manual,75,astra,125000,gasoline,opel,0,54313,60.0,1410
23457,1.2,small car,2002,auto,75,corsa,90000,gasoline,opel,0,48431,200.0,2275
92777,1.7,station wagon,2007,manual,110,astra,150000,diesel,opel,0,13403,220.0,2912
47605,2.9,bus,08,auto,185,carnival,150000,diesel,kia,0,10781,,4004
39936,1.2,small car,2012,manual,90,jazz,20000,gasoline,honda,0,26316,290.0,7088
37016,,convertible,2008,manual,184,slk,125000,gasoline,mercedes_benz,0,16321,430.0,13650
15181,2.0,small car,2000,manual,0,beetle,5000,gasoline,volkswagen,,49838,180.0,2093
71909,,small car,1997,manual,60,polo,90000,gasoline,volkswagen,0,57584,110.0,864
89364,,bus,2006,manual,131,transporter,150000,,volkswagen,0,77694,600.0,9099
53492,,,2016,manual,75,golf,150000,gasoline,volkswagen,,47809,,1455
60316,,bus,2005,auto,140,b_klasse,150000,diesel,mercedes_benz,0,52080,350.0,5186
15965,4.7,,2000,auto,0,grand,150000,gasoline,jeep,,27753,100.0,2184
54739,1.4,bus,2010,manual,125,altea,100000,gasoline,seat,0,98587,230.0,8099
98493,1.4,limousine,2011,manual,120,andere,70000,gasoline,alfa_romeo,0,10318,440.0,8189
72145,,station wagon,2006,auto,140,passat,150000,diesel,volkswagen,,42327,590.0,8008
44617,,limousine,1992,manual,90,golf,150000,gasoline,volkswagen,0,58239,70.0,1456
27915,2.3,station wagon,1989,auto,136,100,150000,gasoline,audi,0,97708,100.0,1537
